Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,anio,tension,valor
2024,1,1,1,0,17.2,1.02,0.078,0.64,0,0,0,0,0,9.7,0,0,0,0,0.268,61.16,133.5,0.95,0.29,880,1.5,359,1.5,2024.0,220.0,67.21
2024,1,1,2,0,16.6,1.02,0.08,0.64,0,0,0,0,0,9.7,0,0,0,0,0.268,63.85,134.4,0.95,0.29,879,1.5,353,2.1,2024.0,220.0,85.58
2024,1,1,3,0,16.2,1.04,0.083,0.64,0,0,0,0,0,9.7,0,0,0,0,0.267,65.59,130.79,0.95,0.29,879,1.4,356,2.3,2024.0,220.0,82.95
2024,1,1,4,0,16.0,1.06,0.083,0.64,0,0,0,0,0,9.6,0,0,0,0,0.267,65.8,123.52,0.95,0.29,879,1.4,6,1.9,2024.0,220.0,77.55
2024,1,1,5,0,15.9,1.07,0.081,0.64,0,0,0,0,0,9.4,0,0,0,0,0.266,65.28,113.79,0.95,0.29,879,1.4,13,1.2,2024.0,220.0,74.87
2024,1,1,6,0,15.8,1.07,0.082,0.64,0,0,0,0,0,9.2,0,0,0,0,0.265,64.84,102.54,0.95,0.29,879,1.4,19,0.7,2024.0,220.0,74.87
2024,1,1,7,0,16.7,1.08,0.083,0.64,0,0,0,0,0,9.0,0,0,0,0,0.265,60.46,89.88,0.95,0.29,879,1.3,29,1.0,2024.0,220.0,71.16
2024,1,1,8,0,19.5,1.11,0.079,0.64,57,604,188,0,0,8.7,57,604,0,188,0.264,49.65,77.46,0.95,0.29,880,1.3,12,0.8,2024.0,220.0,39.65
2024,1,1,9,0,22.7,1.13,0.074,0.64,82,830,442,0,0,7.5,82,830,0,442,0.263,37.62,64.29,0.95,0.29,880,1.3,299,1.5,2024.0,220.0,0.0
2024,1,1,10,0,25.2,1.16,0.071,0.64,97,936,688,0,0,6.6,97,936,0,688,0.262,30.48,50.84,0.95,0.29,880,1.3,266,2.7,2024.0,220.0,0.0
2024,1,1,11,0,27.4,1.17,0.07,0.64,107,993,898,0,0,6.0,107,993,0,898,0.261,25.63,37.22,0.95,0.29,879,1.3,263,3.8,2024.0,220.0,0.0
2024,1,1,12,0,29.2,1.18,0.069,0.64,114,1026,1055,0,0,5.5,114,1026,0,1055,0.259,22.29,23.48,0.95,0.29,879,1.3,265,4.8,2024.0,220.0,0.0
2024,1,1,13,0,30.1,1.18,0.07,0.64,119,1040,1145,0,0,5.4,119,1040,0,1145,0.257,20.98,9.69,0.96,0.29,879,1.3,265,5.5,2024.0,220.0,0.0
2024,1,1,14,0,30.3,1.17,0.072,0.64,121,1041,1159,0,0,5.6,121,1041,0,1159,0.255,21.04,4.22,0.96,0.29,878,1.3,263,6.0,2024.0,220.0,0.0
2024,1,1,15,0,30.0,1.15,0.075,0.64,120,1029,1099,0,0,5.9,120,1029,0,1099,0.253,21.89,18.0,0.96,0.29,878,1.3,261,6.1,2024.0,220.0,0.0
2024,1,1,16,0,29.2,1.12,0.076,0.64,115,1003,967,0,0,6.2,115,1003,0,967,0.25,23.45,31.77,0.96,0.29,878,1.3,258,5.9,2024.0,220.0,0.0
2024,1,1,17,0,28.1,1.1,0.076,0.64,105,954,774,0,0,6.5,105,954,0,774,0.248,25.47,45.45,0.96,0.29,877,1.4,256,5.6,2024.0,220.0,0.0
2024,1,1,18,0,26.6,1.1,0.081,0.64,92,867,539,0,0,6.8,92,867,0,539,0.248,28.36,58.98,0.95,0.29,877,1.4,254,5.2,2024.0,220.0,0.0
2024,1,1,19,0,24.7,1.08,0.08,0.64,70,709,286,0,0,7.3,70,709,0,286,0.249,32.87,72.28,0.95,0.29,878,1.4,254,4.7,2024.0,220.0,0.0
2024,1,1,20,0,22.0,1.06,0.08,0.64,31,313,57,0,0,8.2,31,313,0,57,0.251,41.28,85.17,0.95,0.29,878,1.4,259,4.0,2024.0,220.0,0.0
2024,1,1,21,0,19.9,1.03,0.081,0.64,0,0,0,0,0,9.4,0,0,0,0,0.253,50.68,97.8,0.95,0.29,879,1.4,263,3.0,2024.0,220.0,0.0
2024,1,1,22,0,18.6,1.01,0.084,0.64,0,0,0,0,0,10.0,0,0,0,0,0.254,57.29,109.5,0.95,0.29,880,1.4,267,1.9,2024.0,220.0,0.0
2024,1,1,23,0,18.1,1.01,0.084,0.64,0,0,0,0,0,10.2,0,0,0,0,0.255,59.75,119.93,0.95,0.29,880,1.4,305,1.9,2024.0,220.0,43.52
2024,1,1,24,0,17.7,1.03,0.088,0.64,0,0,0,0,0,10.1,0,0,0,0,0.256,61.17,128.33,0.95,0.29,880,1.4,6,2.1,2024.0,220.0,70.84
2024,1,2,1,0,17.3,1.03,0.091,0.64,0,0,0,0,0,10.1,0,0,0,0,0.258,62.56,133.55,0.95,0.29,879,1.4,15,2.3,2024.0,220.0,66.96
2024,1,2,2,0,16.8,1.03,0.092,0.64,0,0,0,0,0,10.1,0,0,0,0,0.259,64.78,134.49,0.95,0.29,878,1.4,2,2.2,2024.0,220.0,66.42
2024,1,2,3,0,16.3,1.04,0.099,0.64,0,0,0,0,0,10.2,0,0,0,0,0.259,67.35,130.91,0.95,0.29,878,1.3,349,2.0,2024.0,220.0,65.33
2024,1,2,4,0,16.0,1.04,0.104,0.64,0,0,0,0,0,10.3,0,0,0,0,0.26,68.85,123.65,0.95,0.29,878,1.3,3,1.7,2024.0,220.0,66.79
2024,1,2,5,0,15.7,1.04,0.101,0.64,0,0,0,0,0,10.1,0,0,0,0,0.262,69.56,113.93,0.95,0.29,878,1.3,35,1.5,2024.0,220.0,71.99
2024,1,2,6,0,15.7,1.05,0.102,0.64,0,0,0,0,0,9.9,0,0,0,0,0.263,68.39,102.67,0.95,0.29,878,1.3,46,1.2,2024.0,220.0,81.8
2024,1,2,7,0,16.5,1.06,0.101,0.64,0,0,0,0,0,9.7,0,0,0,0,0.263,64.04,89.99,0.95,0.29,878,1.3,40,1.5,2024.0,220.0,80.5
2024,1,2,8,0,19.0,1.07,0.098,0.64,61,566,183,0,0,9.6,61,566,0,183,0.263,54.32,77.59,0.95,0.29,878,1.3,347,1.5,2024.0,220.0,43.48
2024,1,2,9,0,21.8,1.1,0.098,0.64,91,796,435,0,0,9.0,91,796,0,435,0.264,44.03,64.42,0.95,0.29,878,1.3,284,1.6,2024.0,220.0,0.0
2024,1,2,10,0,24.4,1.12,0.098,0.64,110,906,681,0,0,8.3,110,906,0,681,0.263,35.86,50.96,0.96,0.29,878,1.3,270,2.4,2024.0,220.0,0.0
2024,1,2,11,0,26.7,1.14,0.094,0.64,121,971,893,0,0,7.6,121,971,0,893,0.262,29.79,37.33,0.96,0.29,878,1.3,260,3.7,2024.0,220.0,0.0
2024,1,2,12,0,28.5,1.15,0.088,0.64,126,1010,1051,0,0,7.3,126,1010,0,1051,0.262,26.27,23.59,0.96,0.29,878,1.3,256,4.8,2024.0,220.0,0.0
2024,1,2,13,0,29.3,1.14,0.089,0.64,131,1025,1141,0,0,7.3,131,1025,0,1141,0.261,25.16,9.79,0.96,0.29,877,1.3,255,5.5,2024.0,220.0,0.0
2024,1,2,14,0,29.4,1.13,0.093,0.64,134,1021,1153,0,0,7.6,134,1021,0,1153,0.26,25.55,4.1,0.96,0.29,877,1.4,255,5.9,2024.0,220.0,0.0
2024,1,2,15,0,28.8,1.1,0.096,0.64,133,1008,1092,0,0,8.0,133,1008,0,1092,0.259,27.08,17.89,0.96,0.29,877,1.4,253,6.1,2024.0,220.0,0.0
2024,1,2,16,0,28.0,1.06,0.096,0.64,126,981,962,0,0,8.2,126,981,0,962,0.259,28.72,31.67,0.96,0.29,877,1.4,251,6.0,2024.0,220.0,0.0
2024,1,2,17,0,26.9,1.03,0.095,0.64,115,934,771,0,0,8.2,115,934,0,771,0.259,30.7,45.35,0.96,0.29,877,1.4,248,5.7,2024.0,220.0,0.0
2024,1,2,18,0,25.4,1.01,0.093,0.64,98,851,538,0,0,8.2,98,851,0,538,0.259,33.65,58.89,0.96,0.29,877,1.4,244,5.1,2024.0,220.0,0.0
2024,1,2,19,0,23.6,0.98,0.091,0.64,74,693,286,0,0,8.4,74,693,0,286,0.259,37.75,72.2,0.96,0.29,877,1.3,242,4.5,2024.0,220.0,0.0
2024,1,2,20,0,21.2,0.95,0.09,0.64,32,292,57,0,0,8.9,32,292,0,57,0.26,45.42,85.11,0.95,0.29,878,1.3,246,3.8,2024.0,220.0,11.35
2024,1,2,21,0,19.2,0.94,0.093,0.64,0,0,0,0,0,9.8,0,0,0,0,0.261,54.44,97.74,0.95,0.3,878,1.3,251,2.9,2024.0,220.0,95.97
2024,1,2,22,0,18.1,0.94,0.096,0.64,0,0,0,0,0,10.3,0,0,0,0,0.261,60.31,109.46,0.95,0.3,879,1.3,253,1.7,2024.0,220.0,107.68
2024,1,2,23,0,17.3,0.94,0.099,0.64,0,0,0,0,0,10.5,0,0,0,0,0.262,64.32,119.92,0.95,0.3,879,1.3,267,1.1,2024.0,220.0,107.68
2024,1,2,24,0,16.9,0.95,0.113,0.64,0,0,0,0,0,10.6,0,0,0,0,0.263,66.26,128.35,0.95,0.3,879,1.3,317,0.9,2024.0,220.0,105.32
2024,1,3,1,0,16.5,0.96,0.122,0.64,0,0,0,0,0,10.6,0,0,0,0,0.263,68.1,133.61,0.95,0.3,879,1.3,336,0.9,2024.0,220.0,79.47
2024,1,3,2,0,16.1,0.96,0.118,0.64,0,0,0,0,0,10.6,0,0,0,0,0.264,69.86,134.59,0.96,0.3,878,1.3,330,0.8,2024.0,220.0,75.52
2024,1,3,3,0,15.8,0.97,0.127,0.64,0,0,0,0,0,10.6,0,0,0,0,0.264,71.1,131.03,0.96,0.3,878,1.3,349,0.8,2024.0,220.0,86.31
2024,1,3,4,0,15.6,0.98,0.131,0.64,0,0,0,0,0,10.5,0,0,0,0,0.264,71.48,123.79,0.96,0.3,878,1.3,35,0.9,2024.0,220.0,87.86
2024,1,3,5,0,15.5,0.99,0.126,0.64,0,0,0,0,0,10.2,0,0,0,0,0.265,70.87,114.07,0.96,0.3,878,1.3,56,0.9,2024.0,220.0,77.82
2024,1,3,6,0,15.4,1.0,0.126,0.64,0,0,0,0,0,9.8,0,0,0,0,0.265,69.49,102.81,0.96,0.3,878,1.2,68,0.9,2024.0,220.0,78.98
2024,1,3,7,0,16.4,1.01,0.122,0.64,0,0,0,0,0,9.3,0,0,0,0,0.265,62.87,90.11,0.95,0.3,878,1.2,74,1.5,2024.0,220.0,78.92
2024,1,3,8,0,19.2,1.04,0.11,0.64,64,544,180,0,0,8.8,64,544,0,180,0.266,51.0,77.72,0.95,0.3,879,1.2,80,1.4,2024.0,220.0,40.02
2024,1,3,9,0,22.2,1.06,0.1,0.64,92,798,435,0,0,8.1,92,798,0,435,0.267,40.49,64.54,0.95,0.3,878,1.1,261,0.7,2024.0,220.0,0.0
2024,1,3,10,0,25.2,1.09,0.094,0.64,109,916,684,0,0,6.6,109,916,0,684,0.267,30.53,51.09,0.95,0.3,878,1.1,263,2.1,2024.0,220.0,0.0
2024,1,3,11,0,27.1,1.11,0.092,0.64,120,979,898,0,0,6.1,120,979,0,898,0.266,26.25,37.45,0.95,0.3,878,1.1,264,3.6,2024.0,220.0,0.0
2024,1,3,12,0,28.2,1.12,0.09,0.64,128,1014,1056,0,0,6.1,128,1014,0,1056,0.265,24.6,23.71,0.95,0.3,878,1.1,263,5.0,2024.0,220.0,0.0
2024,1,3,13,0,28.9,1.13,0.092,0.64,134,1029,1148,0,0,6.1,134,1029,0,1148,0.264,23.67,9.9,0.96,0.3,877,1.1,262,6.0,2024.0,220.0,0.0
2024,1,3,14,0,29.2,1.12,0.093,0.64,135,1031,1164,0,0,6.2,135,1031,0,1164,0.262,23.43,3.98,0.96,0.3,877,1.1,261,6.4,2024.0,220.0,0.0
2024,1,3,15,0,29.0,1.11,0.08,0.64,124,1031,1106,0,0,6.3,124,1031,0,1106,0.261,23.87,17.79,0.96,0.3,877,1.1,259,6.4,2024.0,220.0,0.0
2024,1,3,16,0,28.5,1.1,0.08,0.64,118,1007,976,0,0,6.4,118,1007,0,976,0.26,24.77,31.57,0.96,0.3,877,1.1,258,6.0,2024.0,220.0,0.0
2024,1,3,17,0,27.4,1.08,0.08,0.64,108,961,784,0,0,6.5,108,961,0,784,0.259,26.62,45.26,0.96,0.3,876,1.1,258,5.5,2024.0,220.0,0.0
2024,1,3,18,0,25.8,1.07,0.08,0.64,93,880,549,0,0,6.9,93,880,0,549,0.258,29.87,58.81,0.96,0.3,876,1.1,260,5.2,2024.0,220.0,0.0
2024,1,3,19,0,23.5,1.05,0.081,0.64,71,716,291,0,0,7.4,71,716,0,291,0.258,35.68,72.13,0.96,0.3,877,1.2,264,4.9,2024.0,220.0,0.0
2024,1,3,20,0,20.7,1.03,0.084,0.64,32,314,59,0,0,8.5,32,314,0,59,0.259,45.48,85.04,0.96,0.3,878,1.2,271,4.5,2024.0,220.0,0.0
2024,1,3,21,0,18.6,1.01,0.09,0.64,0,0,0,0,0,9.7,0,0,0,0,0.259,56.0,97.7,0.96,0.3,878,1.2,279,3.7,2024.0,220.0,67.59
2024,1,3,22,0,17.5,1.01,0.096,0.64,0,0,0,0,0,10.2,0,0,0,0,0.259,62.46,109.43,0.96,0.3,879,1.2,295,2.4,2024.0,220.0,76.92
2024,1,3,23,0,17.1,1.02,0.096,0.64,0,0,0,0,0,10.4,0,0,0,0,0.26,64.75,119.92,0.96,0.3,879,1.3,329,1.5,2024.0,220.0,78.65
2024,1,3,24,0,16.8,1.04,0.1,0.64,0,0,0,0,0,10.3,0,0,0,0,0.261,65.66,128.38,0.96,0.3,879,1.3,29,1.4,2024.0,220.0,86.35
2024,1,4,1,0,16.6,1.05,0.101,0.64,0,0,0,0,0,10.2,0,0,0,0,0.262,65.91,133.68,0.96,0.3,879,1.3,76,1.5,2024.0,220.0,76.09
2024,1,4,2,0,16.3,1.06,0.099,0.64,0,0,0,0,0,10.1,0,0,0,0,0.262,66.8,134.7,0.96,0.3,878,1.3,65,1.5,2024.0,220.0,73.73
2024,1,4,3,0,15.9,1.06,0.107,0.64,0,0,0,0,0,10.1,0,0,0,0,0.263,68.41,131.17,0.96,0.3,878,1.3,28,1.3,2024.0,220.0,116.91
2024,1,4,4,0,15.6,1.06,0.111,0.64,0,0,0,0,0,10.1,0,0,0,0,0.263,69.56,123.93,0.96,0.3,878,1.3,14,0.9,2024.0,220.0,98.28
2024,1,4,5,0,15.4,1.07,0.107,0.64,0,0,0,0,0,9.9,0,0,0,0,0.263,69.89,114.22,0.96,0.3,879,1.3,27,0.8,2024.0,220.0,80.69
2024,1,4,6,0,15.3,1.08,0.112,0.64,0,0,0,0,0,9.7,0,0,0,0,0.263,69.15,102.95,0.96,0.3,879,1.3,62,0.7,2024.0,220.0,77.78
2024,1,4,7,0,16.2,1.1,0.112,0.64,0,0,0,0,0,9.3,0,0,0,0,0.263,63.67,90.22,0.96,0.3,880,1.3,85,1.2,2024.0,220.0,72.94
2024,1,4,8,0,19.1,1.13,0.107,0.64,62,546,177,0,0,8.8,62,546,0,177,0.263,51.25,77.85,0.96,0.3,880,1.3,89,1.2,2024.0,220.0,41.18
2024,1,4,9,0,22.4,1.16,0.107,0.64,94,783,429,0,0,7.8,94,783,0,429,0.262,39.13,64.67,0.96,0.3,880,1.3,295,1.1,2024.0,220.0,0.0
2024,1,4,10,0,25.2,1.19,0.11,0.64,115,890,673,0,0,7.0,115,890,0,673,0.262,31.18,51.21,0.97,0.3,880,1.4,277,2.4,2024.0,220.0,0.0
2024,1,4,11,0,27.2,1.21,0.116,0.64,132,945,881,0,0,6.5,132,945,0,881,0.262,26.87,37.57,0.97,0.3,879,1.5,269,3.7,2024.0,220.0,0.0
2024,1,4,12,0,28.7,1.23,0.087,0.64,125,1001,1041,1,0,6.3,125,1001,1,1041,0.261,24.25,23.82,0.96,0.3,879,1.6,266,4.8,2024.0,220.0,0.0
2024,1,4,13,0,29.3,1.23,0.094,0.64,133,1010,1128,1,0,6.3,133,1010,1,1128,0.259,23.39,10.0,0.97,0.3,878,1.7,265,5.8,2024.0,220.0,0.0
2024,1,4,14,0,29.3,1.22,0.099,0.64,137,1006,1141,1,0,6.6,137,1006,1,1141,0.256,23.86,3.87,0.97,0.3,878,1.8,266,6.2,2024.0,220.0,0.0
2024,1,4,15,0,28.7,1.2,0.103,0.64,136,990,1079,1,0,6.9,136,990,1,1079,0.254,25.33,17.69,0.97,0.3,878,1.9,266,6.3,2024.0,220.0,0.0
2024,1,4,16,0,27.9,1.18,0.105,0.64,130,961,950,0,0,7.2,130,961,0,950,0.252,27.11,31.48,0.97,0.3,878,1.9,266,6.0,2024.0,220.0,0.0
2024,1,4,17,0,26.7,1.16,0.107,0.64,120,908,760,0,0,7.5,120,908,0,760,0.25,29.6,45.18,0.97,0.3,878,2.0,267,5.5,2024.0,220.0,0.0
2024,1,4,18,0,25.2,1.14,0.107,0.64,103,821,529,0,0,7.8,103,821,0,529,0.249,32.97,58.73,0.97,0.3,878,2.0,268,4.9,2024.0,220.0,0.0
2024,1,4,19,0,23.2,1.13,0.107,0.64,78,658,281,0,0,8.2,78,658,0,281,0.249,38.16,72.06,0.97,0.3,879,1.9,267,4.3,2024.0,220.0,0.0
2024,1,4,20,0,20.7,1.12,0.107,0.64,33,267,57,0,0,8.8,33,267,0,57,0.25,46.44,84.99,0.97,0.3,880,1.9,268,3.6,2024.0,220.0,35.69
2024,1,4,21,0,19.0,1.12,0.109,0.64,0,0,0,0,0,9.6,0,0,0,0,0.251,54.34,97.65,0.97,0.3,880,1.8,268,2.9,2024.0,220.0,104.41
2024,1,4,22,0,18.0,1.13,0.112,0.64,0,0,0,0,0,10.0,0,0,0,0,0.252,59.52,109.41,0.97,0.3,880,1.8,269,1.9,2024.0,220.0,92.42
2024,1,4,23,0,17.5,1.13,0.112,0.64,0,0,0,0,0,10.2,0,0,0,0,0.254,62.09,119.92,0.97,0.3,881,1.7,285,1.4,2024.0,220.0,90.58
2024,1,4,24,0,17.1,1.14,0.117,0.64,0,0,0,0,0,10.2,0,0,0,0,0.255,63.67,128.41,0.97,0.3,881,1.7,336,1.6,2024.0,220.0,89.59
2024,1,5,1,0,16.8,1.15,0.121,0.64,0,0,0,0,0,10.2,0,0,0,0,0.256,64.96,133.76,0.97,0.3,881,1.6,1,1.6,2024.0,220.0,91.13
2024,1,5,2,0,16.3,1.15,0.118,0.64,0,0,0,0,0,10.3,0,0,0,0,0.257,67.48,134.82,0.97,0.3,880,1.6,352,1.4,2024.0,220.0,87.14
2024,1,5,3,0,15.7,1.14,0.129,0.64,0,0,0,0,0,10.4,0,0,0,0,0.258,70.78,131.3,0.97,0.3,880,1.5,351,1.3,2024.0,220.0,85.92
2024,1,5,4,0,15.4,1.15,0.134,0.64,0,0,0,0,0,10.4,0,0,0,0,0.259,72.31,124.08,0.97,0.3,880,1.5,356,1.3,2024.0,220.0,85.92
2024,1,5,5,0,15.1,1.16,0.125,0.64,0,0,0,0,0,10.3,0,0,0,0,0.259,73.15,114.36,0.97,0.3,880,1.4,12,1.4,2024.0,220.0,85.92
2024,1,5,6,0,15.0,1.17,0.123,0.64,0,0,0,0,0,10.0,0,0,0,0,0.26,72.24,103.1,0.97,0.3,880,1.4,50,1.2,2024.0,220.0,85.92
2024,1,5,7,0,16.0,1.18,0.119,0.64,0,0,0,0,0,9.6,0,0,0,0,0.26,65.74,90.88,0.97,0.3,880,1.4,73,1.7,2024.0,220.0,85.92
2024,1,5,8,0,19.0,1.2,0.114,0.64,63,532,174,0,0,8.8,63,532,0,174,0.26,51.61,77.98,0.97,0.3,880,1.4,81,2.2,2024.0,220.0,61.07
2024,1,5,9,0,22.4,1.21,0.111,0.64,95,774,424,0,0,7.3,95,774,0,424,0.259,37.77,64.8,0.97,0.3,880,1.4,280,2.6,2024.0,220.0,0.0
2024,1,5,10,0,25.0,1.22,0.112,0.64,116,888,671,0,0,6.2,116,888,0,671,0.259,30.04,51.33,0.97,0.3,880,1.4,271,3.3,2024.0,220.0,0.0
2024,1,5,11,0,27.1,1.23,0.115,0.64,132,949,882,0,0,5.6,132,949,0,882,0.258,25.4,37.69,0.97,0.3,879,1.4,268,4.2,2024.0,220.0,0.0
2024,1,5,12,0,28.5,1.24,0.12,0.64,144,978,1037,0,0,5.4,144,978,0,1037,0.258,23.02,23.93,0.97,0.3,879,1.5,265,5.0,2024.0,220.0,0.0
2024,1,5,13,0,29.3,1.24,0.127,0.64,153,990,1128,0,0,5.5,153,990,0,1128,0.257,22.23,10.11,0.97,0.3,878,1.5,263,5.6,2024.0,220.0,0.0
2024,1,5,14,0,29.5,1.24,0.134,0.64,158,986,1141,0,0,6.0,158,986,0,1141,0.256,22.63,3.76,0.97,0.3,878,1.6,260,5.9,2024.0,220.0,0.0
2024,1,5,15,0,29.3,1.23,0.106,0.64,138,996,1088,0,0,6.3,138,996,0,1088,0.255,23.52,17.59,0.97,0.3,877,1.6,257,5.8,2024.0,220.0,0.0
2024,1,5,16,0,28.8,1.22,0.112,0.64,134,962,955,0,0,6.6,134,962,0,955,0.254,24.7,31.39,0.97,0.3,877,1.7,253,5.6,2024.0,220.0,0.0
2024,1,5,17,0,28.0,1.22,0.117,0.64,125,908,766,0,0,6.8,125,908,0,766,0.254,26.17,45.09,0.97,0.3,877,1.7,248,5.3,2024.0,220.0,0.0
2024,1,5,18,0,26.7,1.22,0.12,0.64,108,817,533,0,0,7.0,108,817,0,533,0.253,28.53,58.66,0.97,0.3,877,1.7,242,4.9,2024.0,220.0,0.0
2024,1,5,19,0,24.9,1.21,0.12,0.64,82,652,283,0,0,7.1,82,652,0,283,0.254,32.17,71.99,0.97,0.3,877,1.6,238,4.5,2024.0,220.0,0.0
2024,1,5,20,0,22.2,1.2,0.118,0.64,35,265,58,0,0,7.8,35,265,0,58,0.254,39.7,84.93,0.97,0.3,878,1.6,243,3.7,2024.0,220.0,19.51
2024,1,5,21,0,20.1,1.18,0.115,0.64,0,0,0,0,0,8.9,0,0,0,0,0.255,48.44,97.61,0.97,0.29,879,1.5,250,2.9,2024.0,220.0,106.98
2024,1,5,22,0,18.7,1.16,0.111,0.64,0,0,0,0,0,9.5,0,0,0,0,0.256,54.95,109.39,0.97,0.29,879,1.4,256,1.6,2024.0,220.0,133.57
2024,1,5,23,0,18.2,1.15,0.105,0.64,0,0,0,0,0,9.6,0,0,0,0,0.256,57.19,119.93,0.97,0.29,879,1.4,254,0.6,2024.0,220.0,133.57
2024,1,5,24,0,17.8,1.15,0.108,0.64,0,0,0,0,0,9.5,0,0,0,0,0.256,58.13,128.46,0.96,0.29,879,1.4,80,0.7,2024.0,220.0,118.56
2024,1,6,1,0,17.5,1.14,0.108,0.64,0,0,0,0,0,9.3,0,0,0,0,0.257,58.69,133.84,0.96,0.29,879,1.3,63,0.9,2024.0,220.0,102.46
2024,1,6,2,0,17.1,1.13,0.105,0.64,0,0,0,0,0,9.3,0,0,0,0,0.257,60.24,134.94,0.96,0.29,878,1.3,9,1.1,2024.0,220.0,102.59
2024,1,6,3,0,16.4,1.12,0.113,0.64,0,0,0,0,0,9.6,0,0,0,0,0.258,64.03,131.45,0.96,0.29,878,1.3,328,1.3,2024.0,220.0,110.06
2024,1,6,4,0,15.7,1.12,0.123,0.64,0,0,0,0,0,9.9,0,0,0,0,0.258,68.42,124.23,0.96,0.29,878,1.4,325,1.5,2024.0,220.0,110.06
2024,1,6,5,0,15.3,1.12,0.12,0.64,0,0,0,0,0,10.1,0,0,0,0,0.258,71.08,114.52,0.96,0.29,878,1.4,335,1.6,2024.0,220.0,110.06
2024,1,6,6,0,15.2,1.13,0.121,0.64,0,0,0,0,0,10.0,0,0,0,0,0.258,71.31,103.24,0.96,0.29,878,1.4,33,1.4,2024.0,220.0,105.44
2024,1,6,7,0,16.2,1.16,0.115,0.64,0,0,0,0,0,9.7,0,0,0,0,0.257,65.42,91.02,0.96,0.29,878,1.3,83,1.7,2024.0,220.0,107.57
2024,1,6,8,0,19.5,1.18,0.106,0.64,61,543,173,0,0,9.0,61,543,0,173,0.257,50.64,78.12,0.96,0.29,878,1.3,89,1.7,2024.0,220.0,65.22
2024,1,6,9,0,23.4,1.2,0.1,0.64,90,790,425,0,0,7.7,90,790,0,425,0.257,36.53,64.93,0.96,0.29,878,1.3,342,2.0,2024.0,220.0,0.0
2024,1,6,10,0,26.4,1.22,0.098,0.64,109,905,673,0,0,6.8,109,905,0,673,0.256,28.66,51.46,0.96,0.29,878,1.3,273,3.2,2024.0,220.0,0.0
2024,1,6,11,0,28.6,1.23,0.099,0.64,122,966,886,0,0,6.2,122,966,0,886,0.255,24.24,37.8,0.96,0.29,877,1.3,266,4.3,2024.0,220.0,0.0
2024,1,6,12,0,30.1,1.24,0.095,0.64,129,1004,1046,0,0,6.1,129,1004,0,1046,0.255,22.03,24.04,0.96,0.29,877,1.3,264,5.1,2024.0,220.0,0.0
2024,1,6,13,0,30.8,1.24,0.101,0.64,137,1016,1138,0,0,6.3,137,1016,0,1138,0.254,21.51,10.21,0.97,0.29,876,1.3,262,5.7,2024.0,220.0,0.0
2024,1,6,14,0,30.8,1.22,0.107,0.64,142,1012,1152,0,0,6.7,142,1012,0,1152,0.253,22.17,3.65,0.97,0.29,876,1.4,260,6.0,2024.0,220.0,0.0
2024,1,6,15,0,30.3,1.19,0.127,0.64,150,986,1090,0,0,7.3,150,986,0,1090,0.251,23.62,17.5,0.97,0.29,876,1.4,257,5.9,2024.0,220.0,0.0
2024,1,6,16,0,29.4,1.17,0.132,0.64,146,954,961,0,0,7.6,146,954,0,961,0.25,25.49,31.3,0.97,0.29,875,1.4,253,5.5,2024.0,220.0,0.0
2024,1,6,17,0,28.3,1.14,0.133,0.64,133,901,771,0,0,7.8,133,901,0,771,0.249,27.55,45.01,0.97,0.29,875,1.4,249,5.0,2024.0,220.0,0.0
2024,1,6,18,0,26.9,1.12,0.131,0.64,114,813,538,0,0,7.9,114,813,0,538,0.249,30.14,58.58,0.97,0.29,875,1.4,245,4.6,2024.0,220.0,0.0
2024,1,6,19,0,25.0,1.1,0.126,0.64,85,647,285,0,0,8.1,85,647,0,285,0.25,34.2,71.93,0.97,0.29,876,1.4,243,4.2,2024.0,220.0,0.0
2024,1,6,20,0,22.4,1.09,0.119,0.64,35,262,59,0,0,8.7,35,262,0,59,0.252,41.66,84.89,0.97,0.29,876,1.4,248,3.7,2024.0,220.0,13.82
2024,1,6,21,0,20.3,1.07,0.114,0.64,0,0,0,0,0,9.6,0,0,0,0,0.253,50.14,97.58,0.97,0.29,877,1.3,254,3.1,2024.0,220.0,72.44
2024,1,6,22,0,19.0,1.05,0.112,0.64,0,0,0,0,0,10.0,0,0,0,0,0.255,56.06,109.37,0.97,0.29,878,1.3,258,1.7,2024.0,220.0,96.59
2024,1,6,23,0,18.4,1.04,0.11,0.64,0,0,0,0,0,10.1,0,0,0,0,0.256,58.62,119.94,0.96,0.29,878,1.3,262,0.7,2024.0,220.0,101.19
2024,1,6,24,0,18.0,1.05,0.115,0.64,0,0,0,0,0,10.1,0,0,0,0,0.258,59.89,128.51,0.96,0.29,878,1.3,62,0.9,2024.0,220.0,102.22
2024,1,7,1,0,17.7,1.05,0.118,0.64,0,0,0,0,0,10.0,0,0,0,0,0.26,60.59,133.93,0.96,0.29,877,1.3,73,1.1,2024.0,220.0,86.03
2024,1,7,2,0,17.6,1.05,0.116,0.64,0,0,0,0,0,9.9,0,0,0,0,0.261,60.55,135.07,0.96,0.29,877,1.3,111,1.1,2024.0,220.0,83.94
